Episode,Total Reward,Loss,Epsilon
0,180.0,0.3056110739707947,1.0
1,130.0,0.937749981880188,0.999
2,255.0,0.3041996955871582,0.998001
3,20.0,1.1426055431365967,0.997002999
4,180.0,0.22348953783512115,0.996005996001
5,145.0,26.05735206604004,0.995009990004999
6,110.0,15.843770027160645,0.994014980014994
7,135.0,0.22704210877418518,0.993020965034979
8,180.0,0.6414593458175659,0.992027944069944
9,135.0,12.063939094543457,0.991035916125874
10,235.0,20.353050231933594,0.9900448802097482
11,160.0,0.19446972012519836,0.9890548353295384
12,15.0,0.2955787777900696,0.9880657804942089
13,185.0,26.3784236907959,0.9870777147137147
14,105.0,0.12467077374458313,0.986090636999001
15,310.0,8.271225929260254,0.985104546362002
16,35.0,6.533522605895996,0.9841194418156399
17,105.0,0.9600732922554016,0.9831353223738244
18,515.0,17.99213218688965,0.9821521870514505
19,55.0,11.880046844482422,0.981170034864399
20,215.0,0.1410880833864212,0.9801888648295347
21,155.0,0.12406943738460541,0.9792086759647052
22,125.0,0.39009881019592285,0.9782294672887404
23,415.0,0.6558068990707397,0.9772512378214517
24,240.0,0.2049890160560608,0.9762739865836302
25,120.0,11.318266868591309,0.9752977125970466
26,185.0,0.1971983015537262,0.9743224148844496
27,135.0,1.2148171663284302,0.9733480924695651
28,120.0,0.2898977994918823,0.9723747443770956
29,210.0,0.8199816942214966,0.9714023696327184
30,280.0,0.4049891531467438,0.9704309672630858
31,35.0,3.4411678314208984,0.9694605362958226
32,150.0,3.4516046047210693,0.9684910757595268
33,140.0,0.3141372501850128,0.9675225846837673
34,175.0,33.179019927978516,0.9665550620990835
35,95.0,0.3372199237346649,0.9655885070369844
36,335.0,0.2826988399028778,0.9646229185299474
37,85.0,27.935951232910156,0.9636582956114175
38,115.0,18.31981086730957,0.9626946373158061
39,210.0,0.2699662446975708,0.9617319426784903
40,140.0,0.27394986152648926,0.9607702107358118
41,55.0,2.846259593963623,0.959809440525076
42,205.0,0.19323840737342834,0.9588496310845509
43,180.0,0.2646525204181671,0.9578907814534663
44,35.0,0.22029781341552734,0.9569328906720129
45,55.0,0.8391338586807251,0.9559759577813408
46,210.0,0.13739809393882751,0.9550199818235595
47,50.0,0.17251145839691162,0.954064961841736
48,55.0,0.12027555704116821,0.9531108968798943
49,85.0,0.7301733493804932,0.9521577859830144
50,155.0,0.2151925265789032,0.9512056281970314
51,120.0,0.34537339210510254,0.9502544225688343
52,90.0,0.3319151997566223,0.9493041681462654
53,20.0,25.911569595336914,0.9483548639781192
54,210.0,0.9338129758834839,0.947406509114141
55,65.0,25.8699893951416,0.9464591026050269
56,135.0,0.22463876008987427,0.9455126435024219
57,45.0,0.12481594830751419,0.9445671308589194
58,30.0,6.058902263641357,0.9436225637280605
59,110.0,11.248087882995605,0.9426789411643325
60,110.0,0.35693877935409546,0.9417362622231682
61,90.0,0.6246863007545471,0.9407945259609449
62,180.0,0.17298142611980438,0.9398537314349841
63,210.0,0.3431369662284851,0.9389138777035491
64,85.0,0.2734811007976532,0.9379749638258454
65,60.0,10.802336692810059,0.9370369888620197
66,155.0,6.273317813873291,0.9360999518731576
67,165.0,0.6568745970726013,0.9351638519212845
68,140.0,0.12841041386127472,0.9342286880693632
69,150.0,0.24830961227416992,0.9332944593812939
70,60.0,17.964509963989258,0.9323611649219126
71,420.0,0.3675477206707001,0.9314288037569907
72,60.0,0.15725310146808624,0.9304973749532336
73,120.0,7.559592247009277,0.9295668775782804
74,20.0,0.2639532685279846,0.9286373107007021
75,215.0,0.8167685270309448,0.9277086733900014
76,80.0,0.46468350291252136,0.9267809647166114
77,65.0,0.26436847448349,0.9258541837518948
78,75.0,14.710126876831055,0.9249283295681429
79,175.0,3.068883180618286,0.9240034012385747
80,80.0,3.494849681854248,0.9230793978373362
81,65.0,0.6348233222961426,0.9221563184394989
82,60.0,0.1851176619529724,0.9212341621210594
83,150.0,12.919881820678711,0.9203129279589383
84,110.0,0.3495035171508789,0.9193926150309794
85,75.0,0.2656651437282562,0.9184732224159483
86,150.0,0.40061652660369873,0.9175547491935324
87,320.0,28.16496467590332,0.9166371944443389
88,90.0,0.255318820476532,0.9157205572498945
89,105.0,0.9442667961120605,0.9148048366926447
90,285.0,18.557308197021484,0.913890031855952
91,105.0,0.28425928950309753,0.912976141824096
92,210.0,25.551773071289062,0.912063165682272
93,220.0,0.3336939513683319,0.9111511025165897
94,55.0,0.6157350540161133,0.9102399514140731
95,180.0,0.3114791214466095,0.9093297114626591
96,210.0,12.503186225891113,0.9084203817511963
97,215.0,0.5156397819519043,0.9075119613694451
98,90.0,0.3095692992210388,0.9066044494080757
99,120.0,0.6125087141990662,0.9056978449586677
100,135.0,21.467370986938477,0.9047921471137089
101,55.0,17.468425750732422,0.9038873549665952
102,355.0,1.0496811866760254,0.9029834676116286
103,335.0,0.5035111308097839,0.902080484144017
104,55.0,6.523110389709473,0.901178403659873
105,155.0,0.4981905221939087,0.9002772252562131
106,150.0,4.5429463386535645,0.8993769480309569
107,125.0,0.608680009841919,0.8984775710829259
108,110.0,0.5830199718475342,0.8975790935118431
109,245.0,22.109432220458984,0.8966815144183312
110,140.0,0.3847290277481079,0.8957848329039129
111,320.0,19.603364944458008,0.894889048071009
112,135.0,0.5443306565284729,0.8939941590229379
113,465.0,5.687443733215332,0.893100164863915
114,150.0,2.1152408123016357,0.8922070646990511
115,155.0,14.968092918395996,0.891314857634352
116,460.0,1.04315185546875,0.8904235427767176
117,35.0,3.5468130111694336,0.889533119233941
118,90.0,0.45676326751708984,0.8886435861147071
119,130.0,3.504223108291626,0.8877549425285923
120,260.0,2.9585227966308594,0.8868671875860638
121,155.0,0.9042806625366211,0.8859803203984776
122,135.0,2.0734238624572754,0.8850943400780792
123,115.0,0.6244369745254517,0.8842092457380011
124,180.0,4.831724166870117,0.8833250364922631
125,125.0,19.102495193481445,0.8824417114557709
126,85.0,0.7481367588043213,0.8815592697443151
127,110.0,0.9071305990219116,0.8806777104745708
128,155.0,4.071253776550293,0.8797970327640962
129,185.0,1.3955633640289307,0.8789172357313321
130,55.0,24.809328079223633,0.8780383184956008
131,410.0,0.5781876444816589,0.8771602801771051
132,180.0,27.3018741607666,0.8762831198969281
133,55.0,29.900083541870117,0.8754068367770311
134,150.0,0.6044176816940308,0.8745314299402541
135,80.0,0.5316024422645569,0.8736568985103138
136,110.0,1.4691228866577148,0.8727832416118035
137,105.0,0.5851712226867676,0.8719104583701917
138,125.0,0.7331797480583191,0.8710385479118216
139,75.0,2.7739226818084717,0.8701675093639096
140,105.0,0.8331450819969177,0.8692973418545458
141,100.0,3.011302947998047,0.8684280445126912
142,90.0,6.60709285736084,0.8675596164681786
143,435.0,1.073447823524475,0.8666920568517104
144,150.0,7.473327159881592,0.8658253647948586
145,80.0,0.9025752544403076,0.8649595394300638
146,185.0,0.4376940429210663,0.8640945798906338
147,410.0,0.36525121331214905,0.8632304853107431
148,45.0,0.1219244971871376,0.8623672548254323
149,30.0,0.48956406116485596,0.861504887570607
150,370.0,11.730609893798828,0.8606433826830363
151,50.0,1.3729138374328613,0.8597827393003533
152,210.0,1.693917989730835,0.8589229565610529
153,155.0,0.8434923887252808,0.8580640336044919
154,105.0,28.690006256103516,0.8572059695708873
155,80.0,0.7896431684494019,0.8563487636013165
156,110.0,6.932077884674072,0.8554924148377152
157,35.0,1.2539000511169434,0.8546369224228775
158,185.0,0.3073435127735138,0.8537822855004545
159,510.0,0.5287954807281494,0.8529285032149541
160,90.0,0.7218921780586243,0.8520755747117391
161,45.0,1.2174192667007446,0.8512234991370274
162,105.0,0.5306938290596008,0.8503722756378904
163,545.0,1002.66259765625,0.8495219033622525
164,100.0,0.7870465517044067,0.8486723814588902
165,75.0,3.449465036392212,0.8478237090774313
166,225.0,24.24380874633789,0.8469758853683539
167,150.0,1.834947109222412,0.8461289094829856
168,115.0,13.007377624511719,0.8452827805735026
169,80.0,0.7819055318832397,0.8444374977929291
170,35.0,0.4420439898967743,0.8435930602951361
171,50.0,1.5154552459716797,0.842749467234841
172,135.0,6.289112567901611,0.8419067177676062
173,160.0,1.1056597232818604,0.8410648110498385
174,75.0,0.6603434085845947,0.8402237462387887
175,155.0,12.466222763061523,0.8393835224925499
176,145.0,7.979016304016113,0.8385441389700574
177,240.0,0.6224178075790405,0.8377055948310873
178,185.0,9.70132064819336,0.8368678892362562
179,385.0,1.0503450632095337,0.83603102134702
180,85.0,1.339829444885254,0.8351949903256729
181,30.0,11.797870635986328,0.8343597953353473
182,80.0,1.5660185813903809,0.8335254355400119
183,90.0,1.54905104637146,0.832691910104472
184,15.0,0.8145745992660522,0.8318592181943675
185,285.0,867.9805297851562,0.8310273589761731
186,225.0,1.731863260269165,0.8301963316171969
187,165.0,3.884650230407715,0.8293661352855797
188,85.0,1.284759521484375,0.8285367691502942
189,145.0,0.6646581888198853,0.8277082323811439
190,255.0,6.758430480957031,0.8268805241487627
191,30.0,0.733565092086792,0.826053643624614
192,35.0,0.8616451025009155,0.8252275899809893
193,125.0,1.0907400846481323,0.8244023623910083
194,170.0,0.7219882011413574,0.8235779600286173
195,120.0,20.77001190185547,0.8227543820685886
196,465.0,12.924949645996094,0.8219316276865201
197,65.0,0.3980838358402252,0.8211096960588335
198,155.0,0.43389055132865906,0.8202885863627748
199,120.0,0.8361316919326782,0.819468297776412
200,50.0,0.30310264229774475,0.8186488294786356
201,30.0,1.2245831489562988,0.8178301806491569
202,65.0,4.402738094329834,0.8170123504685077
203,90.0,1.601148247718811,0.8161953381180392
204,185.0,1.127734661102295,0.8153791427799212
205,120.0,21.60605812072754,0.8145637636371413
206,215.0,1.0484728813171387,0.8137491998735041
207,155.0,0.6145038604736328,0.8129354506736306
208,65.0,7.249011516571045,0.812122515222957
209,90.0,0.5002988576889038,0.8113103927077341
210,85.0,0.6741304397583008,0.8104990823150263
211,160.0,0.44263792037963867,0.8096885832327113
212,165.0,2.4479074478149414,0.8088788946494786
213,435.0,46.02967071533203,0.8080700157548291
214,130.0,0.9923667907714844,0.8072619457390743
215,65.0,0.828062891960144,0.8064546837933352
216,410.0,2.9894213676452637,0.8056482291095418
217,135.0,0.510652482509613,0.8048425808804324
218,135.0,0.3462763726711273,0.8040377382995519
219,240.0,1.1034924983978271,0.8032337005612523
220,420.0,2.099431037902832,0.8024304668606911
221,95.0,2.862863540649414,0.8016280363938304
222,50.0,13.18124008178711,0.8008264083574366
223,70.0,1.7100650072097778,0.8000255819490791
224,80.0,0.30396798253059387,0.79922555636713
225,85.0,6.394364356994629,0.7984263308107629
226,385.0,0.5605772733688354,0.7976279044799521
227,365.0,0.4205569624900818,0.7968302765754722
228,35.0,0.5730892419815063,0.7960334462988967
